1,32,0,0,6,2,1,8,1,0,4,2,1,8,0,0,5,2,0,16,0,0,4,1,1,32,0,1,5,0,0,128,0,0,2,1,1,256,1,1,4,1,256,1,1,8,0,128,1,1,0,0,0.064968184836022555,0.97899999999999998
1,128,1,1,9,0,1,8,0,0,0,0,1,16,0,1,8,2,0,128,0,0,10,0,0,16,0,1,4,0,1,128,1,1,8,0,0,1024,1,1,5,1,64,1,0,0,0,512,1,1,1,1,0.062920869924779979,0.98009999999999997
1,32,0,1,2,2,1,64,0,1,9,0,1,16,0,0,10,0,1,64,0,1,0,2,1,16,0,1,2,2,0,16,1,1,9,2,0,64,1,1,8,1,16,1,1,0,1,512,0,1,2,3,2.3045936481475828,0.1135
1,8,0,0,10,1,1,128,1,1,9,0,0,8,1,1,9,1,0,128,0,0,5,0,0,128,0,0,5,1,0,8,1,0,8,0,0,16,0,0,9,1,32,0,1,5,1,256,0,0,0,3,0.17674847804307939,0.95079999999999998
1,16,1,0,0,1,1,16,1,1,2,2,1,16,0,0,4,1,1,64,0,0,10,1,0,64,1,1,4,1,0,128,0,1,9,1,1,128,1,0,9,0,16,0,1,6,0,256,1,0,2,2,0.10456465791463852,0.96809999999999996
1,16,0,1,9,2,1,128,1,1,1,0,0,16,1,1,8,1,0,128,1,0,0,1,0,32,1,0,4,2,0,128,0,1,8,0,0,16,1,0,5,0,16,1,1,4,0,16,0,1,7,0,0.17093665933459998,0.94710000000000005
1,32,1,1,9,0,0,128,0,1,3,1,1,64,1,0,8,1,1,8,1,0,1,0,1,16,1,0,8,2,1,32,0,0,0,2,1,512,0,1,3,1,16,0,1,8,0,256,0,1,8,1,0.16145026869177817,0.95779999999999998
1,16,1,1,8,1,1,16,1,0,3,0,0,64,1,0,5,1,0,8,0,1,6,1,1,8,1,0,10,2,1,64,0,1,8,2,0,128,1,0,5,1,32,0,1,3,1,32,1,0,0,3,0.3158092097878456,0.90059999999999996
1,8,0,0,2,1,0,32,1,1,7,2,0,32,0,0,10,0,0,128,1,0,2,1,0,8,1,0,4,1,0,8,1,0,7,1,1,512,0,1,10,0,256,0,0,3,0,1024,0,0,4,2,0.16353973523974419,0.95099999999999996
1,64,0,0,9,0,1,16,1,1,9,2,0,32,0,1,3,0,1,16,0,0,6,2,0,64,0,1,6,0,0,64,1,1,9,0,1,1024,0,0,10,0,512,0,0,4,0,32,0,0,3,2,0.066249969693738961,0.97870000000000001
1,8,1,0,3,1,0,32,0,0,1,0,0,16,0,1,1,2,0,128,1,1,10,1,0,64,0,1,8,1,1,8,1,0,1,1,0,1024,0,1,4,0,64,0,0,8,1,256,0,1,5,3,0.11606497105136514,0.96430000000000005
1,128,1,0,0,0,1,128,1,1,3,2,1,128,1,1,10,2,0,128,1,0,2,1,1,128,0,1,1,0,1,128,0,1,0,1,1,32,1,0,5,1,16,1,0,1,1,64,1,1,0,1,0.049647150115855035,0.98609999999999998
1,128,0,0,0,0,0,8,1,0,9,2,1,16,1,0,0,0,1,64,1,1,7,2,0,128,1,0,2,0,0,128,0,1,6,2,1,16,1,1,0,1,64,1,0,3,1,32,1,1,7,3,0.043951138374954464,0.9869
1,16,0,0,1,2,1,64,1,0,2,2,0,8,1,1,5,0,0,8,1,0,8,2,0,64,1,1,7,0,1,64,0,1,2,2,0,128,1,0,10,0,128,1,1,3,1,64,1,0,8,0,0.034350125846825542,0.98870000000000002
1,128,0,1,0,0,1,32,0,0,10,1,1,16,0,1,0,1,1,128,0,0,0,2,0,128,0,1,0,0,0,64,1,0,2,1,1,512,0,1,3,0,128,1,0,7,0,16,0,1,3,3,0.26886527512073516,0.91180000000000005
1,16,0,1,3,1,1,128,0,1,1,2,0,8,0,0,4,1,1,64,0,1,3,2,0,32,0,0,7,0,0,8,0,0,5,2,1,256,0,0,8,1,1024,1,0,2,0,64,0,0,3,1,0.10488522399039939,0.96709999999999996
1,16,1,0,4,2,1,64,1,0,2,0,0,16,1,0,3,2,0,16,1,1,3,2,1,64,0,0,1,1,1,64,0,0,1,1,1,512,0,0,6,1,32,1,0,0,1,256,0,0,1,0,0.037934237284760454,0.98860000000000003
1,8,1,0,4,0,0,32,1,1,9,0,0,32,0,1,8,2,0,16,1,0,7,1,1,8,0,1,8,0,1,64,1,0,4,1,0,64,0,0,8,1,32,0,1,6,0,64,1,1,10,3,0.18731959068775178,0.9476
1,128,0,0,7,2,1,32,0,0,9,1,0,64,0,0,2,2,0,32,1,0,7,0,0,8,1,0,7,0,0,8,0,0,8,2,0,64,0,0,3,1,64,0,0,7,1,1024,0,0,2,2,0.051793061712011694,0.98540000000000005
1,8,0,1,7,2,1,32,0,1,1,1,0,128,0,1,6,1,1,8,0,0,0,2,1,128,0,0,5,0,0,16,1,1,0,2,0,512,1,0,6,0,1024,1,0,1,1,64,0,0,8,2,2.3010359882354736,0.1135
1,32,0,1,3,1,1,8,1,1,9,2,1,8,0,0,3,1,1,32,0,0,10,1,0,64,0,0,5,2,0,32,1,0,9,1,0,32,0,0,5,1,512,0,1,10,1,1024,0,1,9,3,0.47200088925361633,0.83140000000000003
1,16,0,1,3,2,1,8,1,1,0,2,1,64,0,1,7,0,1,8,0,0,4,0,0,128,1,0,10,2,0,16,1,1,1,1,0,256,1,0,8,0,32,1,1,3,0,256,0,1,10,3,0.64231326251029963,0.79730000000000001
1,64,1,1,4,1,1,16,1,1,1,1,0,16,1,1,0,1,1,128,1,0,5,0,0,128,0,1,8,0,0,16,0,0,7,2,1,64,1,1,7,1,32,1,1,3,0,1024,0,0,1,1,0.17080988165754826,0.95279999999999998
1,128,0,0,8,1,0,128,0,1,3,2,0,32,1,0,10,1,1,16,0,0,10,2,0,32,0,1,2,0,1,16,0,1,7,2,0,512,0,0,8,1,512,1,0,9,0,64,0,0,5,2,0.088565076359733944,0.97130000000000005
1,16,1,1,6,2,1,128,0,0,10,1,0,64,0,0,5,0,1,8,0,0,6,1,0,32,0,0,6,1,1,32,0,0,3,0,0,64,1,0,5,1,64,1,1,7,0,1024,1,0,3,1,0.12627845268547536,0.96309999999999996
1,16,1,0,5,0,1,16,0,0,3,1,0,128,0,1,3,2,0,32,0,1,10,0,1,64,1,0,7,0,1,16,0,1,5,0,0,16,0,1,3,0,64,1,0,8,1,256,1,1,1,1,0.048168381816335024,0.98460000000000003
1,16,1,0,8,0,0,128,0,1,8,1,1,128,0,1,1,2,0,8,1,0,6,2,1,8,1,1,3,1,1,32,1,1,1,1,0,1024,1,1,1,1,512,1,1,9,0,256,1,0,1,1,0.18864297092854976,0.94320000000000004
1,128,0,1,1,0,1,16,1,0,0,2,0,8,1,1,8,0,0,16,0,0,2,2,1,16,0,1,10,0,0,128,0,1,5,1,0,512,0,1,6,0,1024,0,1,9,0,16,0,1,7,1,0.066698441197536887,0.98040000000000005
1,16,0,0,2,0,1,16,0,0,4,0,0,128,1,0,1,2,1,8,1,0,0,0,1,8,1,1,9,2,1,128,0,0,5,1,0,16,1,0,4,1,256,0,1,3,1,512,1,1,8,2,1.8676635572433471,0.53580000000000005
1,16,0,0,6,2,1,16,0,0,9,1,1,128,1,0,5,0,1,128,0,1,6,0,0,32,1,0,0,1,0,128,1,0,7,0,0,512,0,0,4,0,64,0,1,10,0,1024,0,0,8,1,0.05452397698489949,0.9819
1,16,0,0,0,0,1,64,1,0,9,2,0,128,1,1,0,2,1,32,0,0,3,1,1,16,1,1,7,0,1,64,0,1,6,2,1,512,1,0,4,0,512,1,1,4,1,256,1,0,9,1,0.044902876307856061,0.98450000000000004
1,16,1,0,6,0,0,32,1,1,7,2,1,16,0,1,1,1,1,128,1,1,7,0,0,64,1,0,9,0,0,16,0,0,1,1,1,512,0,0,9,0,1024,1,0,4,1,512,1,1,5,1,0.062485622982401401,0.97950000000000004
1,32,0,0,7,0,1,8,0,0,4,0,0,16,1,1,2,2,1,128,0,1,10,0,1,16,0,0,2,2,0,16,1,0,1,0,0,512,0,1,7,0,256,1,1,8,0,16,0,0,3,3,2.3010187683105467,0.1135
1,16,0,0,0,0,0,64,1,1,4,2,0,8,1,0,4,2,0,128,1,0,7,2,0,16,1,1,9,1,1,64,1,1,1,0,1,512,1,1,5,0,128,0,1,3,1,256,1,1,0,0,0.055261928048729897,0.98129999999999995
1,32,0,0,10,1,1,32,0,0,0,1,1,64,1,1,8,0,1,16,0,1,7,2,0,64,0,0,5,0,0,8,1,1,7,0,1,512,0,1,6,1,256,1,0,6,0,256,0,1,10,3,0.12431236390769482,0.95950000000000002
1,32,0,0,7,2,0,128,1,0,4,0,1,32,1,0,2,1,0,8,0,0,1,0,0,16,1,1,7,0,0,16,1,1,3,2,1,256,0,1,7,0,64,1,0,7,0,128,0,0,8,1,0.034889122999913522,0.98839999999999995
1,64,1,0,4,1,1,128,1,0,4,0,0,16,1,0,3,0,1,128,0,0,10,2,1,64,0,0,1,1,0,32,0,0,5,1,1,1024,0,0,6,0,256,1,1,2,0,1024,0,1,1,0,0.037566101311170497,0.9879
1,8,1,0,2,2,0,64,1,1,2,0,0,32,1,0,6,0,1,64,1,1,9,2,0,32,0,1,2,1,0,8,0,0,8,0,1,16,0,1,6,1,512,0,1,4,0,128,1,1,8,3,0.22606647717952727,0.94069999999999998
1,16,1,1,8,2,1,32,0,1,2,0,1,16,0,1,10,0,0,32,0,1,1,1,0,8,1,0,7,1,1,64,1,1,8,2,1,1024,1,1,3,0,16,1,1,0,1,512,1,0,9,3,0.23639169366955756,0.92290000000000005
1,64,1,1,10,0,0,128,1,0,6,0,1,128,1,0,9,1,1,16,1,0,2,0,1,16,0,0,0,0,0,8,0,1,5,0,0,64,0,0,4,0,128,1,1,1,0,16,1,0,5,1,0.21072102382481098,0.92049999999999998
1,8,0,1,10,0,0,64,1,1,3,2,0,64,1,1,2,2,1,64,1,0,4,2,1,64,0,1,3,2,0,32,0,0,3,2,1,1024,0,1,3,1,32,1,1,5,1,256,1,0,4,0,1.0131699168205262,0.6321
1,16,1,1,5,0,0,64,1,0,3,0,1,16,0,1,0,2,0,32,1,1,2,2,0,128,1,0,0,1,0,128,0,1,10,0,0,512,0,0,9,1,1024,1,0,7,0,512,1,1,0,1,0.1269347928895615,0.95930000000000004
1,32,0,0,3,0,1,8,0,1,1,1,0,32,1,0,4,2,1,8,1,0,3,0,1,32,1,0,9,1,1,16,0,0,5,2,0,512,1,1,7,0,1024,0,0,9,0,128,1,1,8,2,0.17305012612342835,0.95130000000000003
1,32,1,1,0,1,0,8,0,1,4,2,1,128,1,0,8,0,1,128,0,1,5,1,1,128,1,1,2,1,0,32,1,1,5,1,1,16,1,0,4,1,128,1,0,10,1,128,1,1,8,2,0.050005941288173199,0.98729999999999996
1,64,1,1,6,0,1,128,0,0,9,0,1,128,0,1,10,1,0,8,0,0,10,0,1,64,1,0,2,2,1,8,1,1,6,0,0,1024,0,0,3,0,256,0,1,0,0,512,1,0,5,3,0.10276847900226713,0.96860000000000002
1,16,0,0,4,1,1,8,1,0,1,2,1,128,0,0,10,2,1,128,0,1,3,1,1,16,0,0,3,0,0,8,1,1,2,0,1,128,0,0,1,0,16,0,0,3,1,128,0,0,3,1,0.063814060173509643,0.9788
1,32,0,0,4,1,1,64,0,1,8,0,1,32,0,1,1,0,1,128,0,1,3,1,1,8,0,0,3,1,1,16,1,0,3,2,1,256,0,1,9,1,256,0,1,8,1,32,1,1,10,2,0.85046953659057622,0.70369999999999999
1,128,1,1,5,0,0,64,1,1,8,0,0,64,1,1,10,0,1,64,1,1,9,0,0,8,1,1,1,0,1,64,1,1,2,2,0,128,1,0,1,1,128,0,0,10,0,32,0,0,10,2,0.60066876955032344,0.88819999999999999
1,128,1,0,4,0,0,128,0,0,4,1,1,16,1,0,5,1,1,64,0,1,5,1,1,32,1,1,2,0,0,16,0,1,7,1,0,1024,1,0,2,0,512,0,1,3,1,256,1,1,7,0,0.028709724089503289,0.99050000000000005
1,16,0,1,2,1,0,128,0,1,5,1,1,64,1,1,3,1,1,16,1,1,7,1,0,16,1,0,4,1,0,16,0,0,10,1,0,128,1,1,7,1,16,0,0,6,1,256,0,1,2,0,0.19745868688821794,0.94030000000000002
1,16,1,0,9,0,1,16,0,0,3,1,0,128,0,1,3,2,0,128,1,0,7,2,0,16,1,1,9,1,1,64,1,1,1,0,1,512,1,1,5,0,128,0,1,3,1,256,1,1,0,0,0.060272205854021016,0.98080000000000001
1,8,1,0,4,0,0,32,1,1,9,0,0,32,0,1,8,2,0,16,1,0,7,1,1,8,0,1,8,0,1,64,1,0,4,1,0,64,0,0,8,0,64,0,0,8,1,256,0,1,5,0,0.10293025724887848,0.96740000000000004
1,64,1,1,4,1,1,16,1,1,1,1,0,16,1,1,0,1,1,128,1,0,5,0,0,128,0,1,8,0,0,16,0,0,7,2,1,64,1,1,7,1,32,1,1,3,0,1024,0,0,3,2,0.20291625902056695,0.94540000000000002
1,8,1,0,4,0,0,32,1,1,9,0,0,32,0,1,8,2,0,16,1,0,7,1,1,8,0,1,8,0,1,64,1,0,4,1,0,1024,1,1,3,0,16,1,1,0,1,512,1,0,9,3,0.33453901181221007,0.8982
1,8,1,0,4,0,0,32,1,1,4,0,0,16,1,0,3,0,1,128,0,0,10,2,1,64,0,0,1,1,0,32,0,0,5,1,1,1024,0,0,6,0,256,1,1,2,0,1024,0,1,1,0,0.038341203722194767,0.98740000000000006
1,16,1,0,8,0,0,128,0,1,8,1,1,128,0,1,1,2,0,8,1,0,6,2,1,8,1,1,3,1,1,16,0,0,7,2,1,64,1,1,7,1,32,1,1,3,0,1024,0,0,1,1,0.086086893659830091,0.97430000000000005
1,32,0,0,10,1,1,32,0,0,0,1,1,64,1,1,8,0,1,16,0,1,7,2,0,64,0,0,5,1,0,32,0,0,5,1,1,1024,0,0,6,0,256,1,1,2,0,1024,0,1,1,0,0.077201751919277015,0.97650000000000003
1,16,0,1,3,1,1,128,0,1,1,2,0,8,0,0,4,1,1,64,0,1,3,2,0,32,0,0,7,0,0,8,0,0,5,2,1,256,0,0,8,0,1024,0,1,9,0,16,0,1,7,1,0.11112150802724063,0.96379999999999999
1,8,1,0,4,0,0,32,1,1,9,0,0,32,0,1,8,0,0,128,1,0,2,1,0,8,1,0,4,1,0,8,1,0,7,1,1,512,0,1,10,0,256,0,0,3,0,1024,0,0,4,2,0.12255249070078135,0.96379999999999999
1,16,1,1,8,1,1,16,1,0,3,0,0,64,1,0,5,1,0,8,0,0,10,1,0,64,0,0,5,2,0,32,1,0,9,1,0,32,0,0,5,1,512,0,1,10,1,64,0,1,9,3,0.18769785411953926,0.94210000000000005
1,16,1,1,5,0,0,128,0,1,3,2,0,32,1,0,10,1,1,16,0,0,10,2,0,32,0,1,2,0,1,16,0,1,7,2,0,512,0,0,8,1,512,1,0,9,0,64,0,0,5,0,0.10126561136357486,0.9667
1,16,0,1,3,1,1,128,0,1,1,2,0,8,0,0,4,1,1,64,0,1,3,2,0,32,0,0,7,0,0,8,0,0,5,2,1,256,0,0,10,0,16,1,1,4,0,16,0,1,7,0,0.14508441384881735,0.95669999999999999
1,128,0,1,0,0,1,32,0,0,10,1,1,16,0,1,0,1,1,128,0,0,0,2,0,128,0,1,0,0,0,64,1,0,2,1,1,32,0,0,5,1,512,0,1,10,1,1024,0,1,9,3,2.3012385505676272,0.1135
1,128,0,0,0,0,0,8,1,0,9,2,1,16,1,0,0,0,1,64,1,1,7,2,0,128,1,0,2,0,0,128,0,1,6,2,1,16,1,1,3,0,64,1,0,8,1,256,1,1,1,1,0.037768340772530065,0.98850000000000005
1,16,0,0,2,0,1,16,0,0,4,0,0,16,0,1,1,1,1,128,1,1,7,0,0,64,1,0,9,0,0,16,0,0,1,1,1,512,0,0,9,0,1024,1,0,4,1,512,1,1,5,1,0.05937990835988894,0.98099999999999998
1,16,1,1,5,0,0,64,1,0,3,0,1,16,0,1,0,2,0,32,1,1,2,2,0,128,1,0,0,1,0,128,0,1,10,0,0,512,0,0,9,1,1024,1,0,7,0,512,1,1,0,1,0.16877995275110005,0.94269999999999998
1,64,1,0,4,1,1,128,1,0,4,0,0,16,1,1,5,0,0,8,1,0,8,2,0,64,1,1,7,0,1,64,0,1,2,2,0,128,1,0,10,0,128,1,1,3,1,64,1,0,8,0,0.030480057820756339,0.99109999999999998
1,16,1,1,6,2,1,128,0,0,10,1,0,64,0,0,5,0,1,8,0,0,6,1,0,32,1,0,9,1,1,16,0,0,5,2,0,512,1,1,7,0,1024,0,0,9,0,128,1,1,8,2,0.31589293682575226,0.93859999999999999
1,8,1,0,9,0,1,16,1,1,9,2,0,32,0,1,3,0,1,16,0,0,6,2,0,64,0,1,6,0,0,64,1,1,9,0,1,1024,0,0,10,0,512,0,0,4,0,32,0,0,3,2,0.15334765498936176,0.94920000000000004
1,16,0,1,9,0,1,16,0,0,3,1,0,128,0,1,3,2,0,32,0,1,10,0,1,64,1,0,7,0,1,16,0,1,5,0,0,16,0,1,3,0,64,1,0,8,1,256,1,1,1,1,0.11473738845847548,0.96509999999999996
1,16,1,0,0,1,1,16,1,1,2,2,1,16,0,0,4,1,1,64,0,0,10,1,0,64,1,1,4,1,0,128,0,1,5,1,1,16,1,0,4,1,128,1,0,10,1,128,1,1,8,2,0.12933012209832667,0.96609999999999996
1,16,0,0,0,0,0,64,1,1,4,2,0,8,1,0,4,2,0,128,1,0,7,2,0,16,1,1,9,1,1,64,1,1,1,0,1,512,1,1,5,0,128,0,1,3,1,256,1,1,0,0,0.045295122011145578,0.98580000000000001
1,64,1,1,6,0,1,128,0,0,9,0,1,128,0,1,10,1,0,8,0,0,10,0,1,64,1,0,2,2,1,8,1,1,6,0,0,1024,0,0,3,0,256,0,1,0,0,512,1,1,10,3,0.098579360011219974,0.96909999999999996
1,32,0,0,7,2,0,128,0,1,8,0,1,32,0,1,1,0,1,128,0,1,3,1,1,8,0,0,3,2,1,16,1,0,3,2,1,256,0,1,9,1,256,0,1,8,1,32,1,1,10,2,0.30937228231430053,0.94389999999999996
1,16,1,1,8,2,1,64,0,1,2,0,1,16,0,1,10,0,0,32,0,1,1,1,0,8,1,0,7,1,1,64,1,1,8,0,0,16,1,0,5,0,16,1,1,4,0,16,0,1,7,0,0.18488874634802341,0.94350000000000001
1,128,1,1,9,0,1,8,0,0,0,0,1,16,0,1,8,2,0,128,0,0,10,0,0,16,0,1,4,0,1,128,1,1,8,0,0,1024,1,1,5,0,64,1,0,0,1,64,1,1,0,1,0.072728851162455976,0.97599999999999998
1,16,1,1,8,1,1,16,1,0,3,0,0,64,1,0,0,1,1,128,0,0,0,2,0,128,0,1,0,0,0,64,1,0,2,1,1,512,0,1,3,0,128,1,0,7,0,16,0,1,3,3,0.10192619264945388,0.96789999999999998
1,16,1,0,6,0,0,32,1,1,7,2,1,16,0,1,1,1,1,128,1,1,7,0,0,64,1,0,9,0,0,16,0,0,1,1,1,512,0,0,9,0,1024,1,0,4,0,32,0,0,3,2,0.10860952480286359,0.96660000000000001
1,64,1,1,6,0,1,128,0,0,9,0,1,128,0,1,4,1,1,64,0,0,10,1,0,64,1,1,4,1,0,128,0,1,9,1,1,128,1,0,9,0,16,0,1,6,0,256,1,0,2,2,0.093971060220897198,0.97319999999999995
