1,128,1,0,3,0,1,8,1,0,10,2,0,128,0,1,7,0,0,64,1,0,6,0,0,8,0,1,5,0,1,8,0,0,9,2,0,256,0,1,7,1,128,0,1,0,1,16,0,0,7,3,0,1,1,0,1,-10,0,1,0,3,1,1,0.95339116382598876,0.73029999999999995
1,64,1,1,4,1,1,16,1,1,1,2,1,32,0,1,7,2,1,8,0,1,9,1,0,64,0,0,4,1,0,64,1,0,4,0,0,64,0,1,7,1,64,1,1,8,0,1024,1,0,5,0,1,1,1,0,1,0,0,0,1,1,1,0,2.3029489822387696,0.1135
1,128,0,0,2,0,0,8,0,1,10,2,0,16,1,0,10,1,1,16,0,0,9,0,0,16,1,1,4,0,1,64,0,0,1,1,1,1024,1,0,8,1,32,0,0,4,1,512,0,1,6,3,1,1,0,1,0,-10,1,1,0,1,1,0,2.3106537620544434,0.1028
1,64,0,1,9,2,0,32,1,0,7,2,0,16,1,1,5,1,1,8,0,1,1,2,1,64,1,0,0,1,0,32,0,0,10,0,0,32,0,1,3,0,64,0,1,1,1,16,0,1,0,0,0,1,0,0,0,-10,1,1,0,1,1,0,2.4814460109710694,0.27639999999999998
1,8,0,1,1,1,0,32,0,0,7,0,1,32,0,0,3,1,1,8,1,1,1,2,0,16,1,1,4,2,1,64,1,1,0,1,0,64,0,0,1,0,256,0,1,6,0,512,0,0,4,0,1,0,1,1,0,-10,1,2,1,2,1,1,2.3137899307250978,0.1037
1,8,0,0,4,2,0,32,0,0,8,1,1,64,1,0,5,0,1,16,0,1,7,2,0,32,1,0,1,2,1,64,1,0,0,1,0,256,0,0,1,1,64,1,1,4,0,512,1,1,7,1,1,1,0,1,1,10,1,2,2,1,1,0,2.3031934898376463,0.1135
1,32,0,1,1,2,1,8,0,1,8,0,1,32,1,0,0,2,1,64,1,1,5,2,0,16,1,1,2,0,0,8,0,0,4,1,1,16,0,0,10,1,64,0,0,3,1,256,1,1,4,1,0,1,1,1,0,-10,0,2,0,3,1,1,2.4390456161499023,0.1157
1,32,0,0,4,2,0,16,0,1,5,0,1,32,1,0,0,1,1,32,1,0,10,0,1,128,0,1,10,2,0,32,1,0,10,0,1,256,0,0,1,1,256,0,1,9,1,16,1,0,10,2,0,0,0,0,0,-10,1,2,0,0,0,1,0.51287390046119685,0.83009999999999995
1,128,1,1,5,2,1,8,0,0,7,0,1,64,0,1,5,2,0,128,0,1,7,1,0,32,0,0,6,2,1,8,1,0,8,1,0,1024,0,1,0,1,1024,0,0,4,1,16,0,0,5,3,1,0,0,1,1,10,1,0,1,1,0,1,2.3010382011413575,0.1135
1,32,1,0,8,1,1,128,1,0,0,2,0,32,1,1,1,2,1,8,0,0,7,0,0,16,0,1,2,2,0,32,1,0,9,2,1,64,0,1,7,0,256,1,1,1,0,32,0,1,10,0,0,1,0,1,1,-10,0,2,1,3,1,0,1.16823261013031,0.63870000000000005
